id,cluster
FKID135872,2
FKID135873,-1
FKID135875,-1
FKID135877,2
FKID135878,2
FKID135879,-1
FKID135880,2
FKID135882,2
FKID135883,2
FKID135885,-1
FKID135886,4
FKID135887,-1
FKID135888,2
FKID135889,-1
FKID135891,2
FKID135893,2
FKID135894,2
FKID135896,2
FKID135899,-1
FKID135900,-1
FKID135903,-1
FKID135904,-1
FKID135905,-1
FKID135909,2
FKID135911,2
FKID135912,2
FKID135913,2
FKID135914,2
FKID135916,7
FKID135917,7
FKID135918,2
FKID135922,-1
FKID135923,0
FKID135925,-1
FKID135928,0
FKID135930,-1
FKID135931,-1
FKID135932,0
FKID135934,-1
FKID135936,2
FKID135940,0
FKID135943,2
FKID135944,-1
FKID135949,-1
FKID135954,3
FKID135958,-1
FKID135960,4
FKID135963,-1
FKID135964,2
FKID135965,-1
FKID135966,-1
FKID135967,-1
FKID135968,7
FKID135971,-1
FKID135972,-1
FKID135973,5
FKID135975,5
FKID135977,4
FKID135979,-1
FKID135981,5
FKID135982,5
FKID135983,2
FKID135984,2
FKID135985,2
FKID135986,4
FKID135987,-1
FKID135988,-1
FKID135989,-1
FKID135996,4
FKID135999,0
FKID136000,0
FKID136001,0
FKID136002,0
FKID136003,0
FKID136004,4
FKID136005,2
FKID136006,-1
FKID136007,0
FKID136008,-1
FKID136010,-1
FKID136013,7
FKID136014,-1
FKID136015,-1
FKID136016,0
FKID136017,0
FKID136018,0
FKID136019,0
FKID136020,0
FKID136021,0
FKID136022,0
FKID136023,0
FKID136024,0
FKID136025,4
FKID136026,0
FKID136027,0
FKID136029,2
FKID136030,0
FKID136031,-1
FKID136032,-1
FKID136034,2
FKID136035,0
FKID136037,-1
FKID136038,-1
FKID136039,2
FKID136040,5
FKID136041,-1
FKID136044,-1
FKID136046,2
FKID136048,2
FKID136050,-1
FKID136055,-1
FKID136057,-1
FKID136060,-1
FKID136066,-1
FKID136067,-1
FKID136068,-1
FKID136069,2
FKID136072,-1
FKID136074,2
FKID136076,2
FKID136078,2
FKID136079,2
FKID136080,2
FKID136081,-1
FKID136086,-1
FKID136089,-1
FKID136090,-1
FKID136091,-1
FKID136093,-1
FKID136094,-1
FKID136100,1
FKID136101,3
FKID136102,-1
FKID136104,-1
FKID136105,-1
FKID136106,-1
FKID136107,2
FKID136108,4
FKID136111,-1
FKID136112,-1
FKID136113,-1
FKID136123,0
FKID136126,-1
FKID136127,-1
FKID136128,-1
FKID136129,-1
FKID136130,-1
FKID136131,-1
FKID136132,-1
FKID136133,-1
FKID136136,-1
FKID136141,2
FKID136142,2
FKID136146,2
FKID136149,-1
FKID136152,-1
FKID136153,3
FKID136155,-1
FKID136158,0
FKID136159,0
FKID136160,0
FKID136161,-1
FKID136164,-1
FKID136167,-1
FKID136168,4
FKID136169,4
FKID136170,0
FKID136171,0
FKID136172,0
FKID136173,0
FKID136174,0
FKID136175,0
FKID136176,0
FKID136177,0
FKID136178,0
FKID136179,0
FKID136180,0
FKID136181,0
FKID136182,0
FKID136183,0
FKID136184,0
FKID136185,0
FKID136186,4
FKID136187,1
FKID136188,2
FKID136190,-1
FKID136191,4
FKID136192,4
FKID136193,4
FKID136194,4
FKID136197,4
FKID136198,-1
FKID136199,-1
FKID136204,0
FKID136205,0
FKID136206,0
FKID136207,0
FKID136208,0
FKID136209,0
FKID136210,0
FKID136211,0
FKID136212,0
FKID136213,4
FKID136216,4
FKID136219,4
FKID136220,4
FKID136222,-1
FKID136223,-1
FKID136224,-1
FKID136225,-1
FKID136226,-1
FKID136227,-1
FKID136228,-1
FKID136229,-1
FKID136232,-1
FKID136233,-1
FKID136238,-1
FKID136240,-1
FKID136242,3
FKID136243,4
FKID136245,-1
FKID136246,-1
FKID136247,2
FKID136250,2
FKID136251,3
FKID136254,-1
FKID136256,-1
FKID136257,0
FKID136258,-1
FKID136259,4
FKID136262,2
FKID136268,2
FKID136270,2
FKID136272,-1
FKID136273,-1
FKID136275,-1
FKID136278,-1
FKID136279,3
FKID136280,0
FKID136282,-1
FKID136283,-1
FKID136287,-1
FKID136289,-1
FKID136290,2
FKID136291,-1
FKID136292,2
FKID136293,-1
FKID136294,-1
FKID136295,-1
FKID136296,-1
FKID136297,-1
FKID136301,-1
FKID136304,3
FKID136305,2
FKID136306,4
FKID136307,-1
FKID136308,-1
FKID136309,-1
FKID136310,2
FKID136312,-1
FKID136316,2
FKID136317,-1
FKID136318,-1
FKID136323,2
FKID136332,-1
FKID136334,-1
FKID136337,2
FKID136338,-1
FKID136341,0
FKID136342,-1
FKID136344,-1
FKID136346,-1
FKID136348,2
FKID136349,-1
FKID136350,-1
FKID136351,-1
FKID136352,0
FKID136353,0
FKID136356,-1
FKID136357,0
FKID136358,-1
FKID136359,3
FKID136360,-1
FKID136362,-1
FKID136363,-1
FKID136368,-1
FKID136369,4
FKID136371,6
FKID136372,2
FKID136373,-1
FKID136374,6
FKID136375,-1
FKID136377,0
FKID136379,0
FKID136380,3
FKID136383,2
FKID136384,-1
FKID136385,2
FKID136387,2
FKID136388,2
FKID136389,3
FKID136390,2
FKID136391,2
FKID136392,-1
FKID136393,2
FKID136394,0
FKID136395,-1
FKID136396,2
FKID136397,0
FKID136398,0
FKID136406,2
FKID136411,-1
FKID136412,-1
FKID136413,-1
FKID136414,-1
FKID136415,2
FKID136416,-1
FKID136419,2
FKID136422,2
FKID136423,2
FKID136424,-1
FKID136425,2
FKID136427,-1
FKID136428,-1
FKID136429,-1
FKID136430,-1
FKID136432,-1
FKID136434,-1
FKID136435,-1
FKID136436,-1
FKID136437,2
FKID136439,-1
FKID136441,-1
FKID136443,-1
FKID136444,0
FKID136445,0
FKID136446,2
FKID136448,0
FKID136449,-1
FKID136452,0
FKID136453,-1
FKID136454,-1
FKID136455,2
FKID136456,2
FKID136457,-1
FKID136458,-1
FKID136459,2
FKID136460,-1
FKID136464,-1
FKID136465,-1
FKID136466,-1
FKID136467,-1
FKID136468,4
FKID136469,-1
FKID136470,-1
FKID136471,-1
FKID136472,-1
FKID136473,-1
FKID136474,-1
FKID136476,-1
FKID136477,2
FKID136479,-1
FKID136480,-1
FKID136481,-1
FKID136483,2
FKID136484,-1
FKID136486,-1
FKID136487,-1
FKID136488,-1
FKID136489,-1
FKID136490,4
FKID136492,2
FKID136493,2
FKID136494,-1
FKID136496,-1
FKID136497,2
FKID136498,-1
FKID136500,-1
FKID136501,-1
FKID136502,-1
FKID136503,-1
FKID136504,2
FKID136505,2
FKID136506,3
FKID136507,2
FKID136508,2
FKID136509,0
FKID136510,-1
FKID136511,-1
FKID136512,3
FKID136515,2
FKID136516,2
FKID136517,0
FKID136519,2
FKID136520,-1
FKID136521,3
FKID136523,4
FKID136524,-1
FKID136525,4
FKID136526,-1
FKID136527,4
FKID136528,2
FKID136530,2
FKID136531,4
FKID136532,-1
FKID136533,-1
FKID136535,-1
FKID136536,0
FKID136539,-1
FKID136542,-1
FKID136544,7
FKID136546,-1
FKID136548,-1
FKID136549,2
FKID136554,-1
FKID136560,3
FKID136563,-1
FKID136565,2
FKID136568,-1
FKID136569,-1
FKID136571,2
FKID136576,-1
FKID136577,-1
FKID136578,-1
FKID136580,2
FKID136581,2
FKID136587,3
FKID136589,7
FKID136593,-1
FKID136594,-1
FKID136595,-1
FKID136596,1
FKID136600,1
FKID136604,0
FKID136605,1
FKID136608,-1
FKID136609,7
FKID136611,-1
FKID136612,7
FKID136618,7
FKID136619,-1
FKID136622,2
FKID136625,-1
FKID136627,6
FKID136629,7
FKID136630,-1
FKID136631,-1
FKID136632,4
FKID136634,6
FKID136635,-1
FKID136636,4
FKID136642,-1
FKID136643,-1
FKID136644,-1
FKID136648,6
FKID136649,4
FKID136659,-1
FKID136665,-1
FKID136674,-1
FKID136681,3
FKID136684,3
FKID136691,-1
FKID136694,-1
FKID136695,1
FKID136696,3
FKID136701,3
FKID136702,1
FKID136708,-1
FKID136709,-1
FKID136713,-1
FKID136715,3
FKID136718,0
FKID136721,-1
FKID136723,-1
FKID136724,-1
FKID136725,-1
FKID136730,6
FKID136731,-1
FKID136732,6
FKID136733,3
FKID136736,3
FKID136737,3
FKID136741,2
FKID136742,-1
FKID136743,2
FKID136744,2
FKID136745,3
FKID136746,3
FKID136747,2
FKID136749,-1
FKID136750,3
FKID136751,-1
FKID136752,3
FKID136753,2
FKID136754,2
FKID136755,-1
FKID136756,0
FKID136757,2
FKID136758,2
FKID136759,3
FKID136760,3
FKID136761,3
FKID136762,2
FKID136763,2
FKID136764,3
FKID136768,-1
FKID136769,-1
FKID136770,3
FKID136771,-1
FKID136772,-1
FKID136774,-1
FKID136775,-1
FKID136776,-1
FKID136777,-1
FKID136779,3
FKID136780,-1
FKID136781,-1
FKID136782,-1
FKID136783,-1
FKID136786,4
FKID136792,2
FKID136793,-1
FKID136794,3
FKID136801,3
FKID136802,3
FKID136806,2
FKID136807,-1
FKID136812,3
FKID136813,3
FKID136815,4
FKID136816,4
FKID136819,2
FKID136820,2
FKID136821,2
FKID136822,2
FKID136823,2
FKID136824,2
FKID136825,2
FKID136826,-1
FKID136829,3
FKID136830,3
FKID136831,-1
FKID136832,-1
FKID136833,-1
FKID136834,-1
FKID136835,-1
FKID136836,7
FKID136837,-1
FKID136839,-1
FKID136841,-1
FKID136842,2
FKID136844,-1
FKID136845,3
FKID136846,-1
FKID136847,2
FKID136848,2
FKID136849,-1
FKID136850,3
FKID136851,3
FKID136852,3
FKID136853,-1
FKID136854,6
FKID136857,2
FKID136858,-1
FKID136859,2
FKID136860,2
FKID136861,2
FKID136864,2
FKID136865,2
FKID136868,2
FKID136871,-1
FKID136872,-1
FKID136873,-1
FKID136874,-1
FKID136875,-1
FKID136876,1
FKID136877,1
FKID136879,-1
FKID136881,-1
FKID136882,2
FKID136884,-1
FKID136888,-1
FKID136889,-1
FKID136890,-1
FKID136891,-1
FKID136892,-1
FKID136893,-1
FKID136894,-1
FKID136898,-1
FKID136901,2
FKID136903,3
FKID136904,2
FKID136906,4
FKID136907,4
FKID136908,-1
FKID136909,3
FKID136910,3
FKID136914,2
FKID136915,2
FKID136918,2
FKID136920,2
FKID136926,3
FKID136927,3
FKID136928,7
FKID136929,1
FKID136931,-1
FKID136932,-1
FKID136934,-1
FKID136936,2
FKID136937,7
FKID136940,2
FKID136943,2
FKID136944,7
FKID136946,2
FKID136947,2
FKID136948,2
FKID136950,3
FKID136951,3
FKID136952,-1
FKID136953,2
FKID136954,-1
FKID136955,1
FKID136956,1
FKID136957,1
FKID136958,1
FKID136959,1
FKID136960,-1
FKID136962,-1
FKID136963,-1
FKID136964,3
FKID136965,3
FKID136967,2
FKID136968,4
FKID136971,3
FKID136972,3
FKID136974,-1
FKID136976,-1
FKID136977,1
FKID136978,1
FKID136979,1
FKID136981,1
FKID136982,3
FKID136983,1
FKID136985,4
FKID136987,2
FKID136988,2
FKID136989,4
FKID136994,-1
FKID136995,-1
FKID136996,-1
FKID136997,-1
FKID136998,-1
FKID136999,-1
FKID137000,-1
FKID137001,-1
FKID137005,2
FKID137010,-1
FKID137011,-1
FKID137013,-1
FKID137014,-1
FKID137015,7
FKID137016,7
FKID137017,7
FKID137018,7
FKID137019,7
FKID137020,7
FKID137021,-1
FKID137022,7
FKID137024,3
FKID137025,3
FKID137029,7
FKID137030,-1
FKID137031,2
FKID137033,2
FKID137034,2
FKID137036,2
FKID137037,2
FKID137039,2
FKID137040,2
FKID137041,2
FKID137042,-1
FKID137043,2
FKID137045,-1
FKID137051,-1
FKID137053,-1
FKID137057,-1
FKID137058,-1
FKID137059,2
FKID137060,-1
FKID137062,-1
FKID137070,3
FKID137072,2
FKID137073,2
FKID137074,2
FKID137075,2
FKID137076,2
FKID137077,2
FKID137079,2
FKID137081,2
FKID137082,-1
FKID137083,0
FKID137084,0
FKID137086,2
FKID137088,2
FKID137090,2
FKID137091,6
FKID137093,6
FKID137094,6
FKID137095,6
FKID137097,2
FKID137100,2
FKID137102,-1
FKID137103,2
FKID137104,1
FKID137105,-1
FKID137106,2
FKID137107,2
FKID137108,2
FKID137110,2
FKID137111,-1
FKID137112,-1
FKID137114,2
FKID137116,2
FKID137117,2
FKID137118,2
FKID137119,1
FKID137120,0
FKID137121,2
FKID137122,0
FKID137125,5
FKID137126,5
FKID137127,0
FKID137129,0
FKID137131,2
FKID137132,-1
FKID137133,0
FKID137138,5
FKID137139,-1
FKID137143,4
FKID137146,-1
FKID137154,2
FKID137156,2
FKID137157,-1
FKID137163,2
FKID137164,-1
FKID137170,-1
FKID137171,2
FKID137175,-1
FKID137178,2
FKID137180,2
FKID137182,2
FKID137183,2
FKID137184,-1
FKID137186,-1
FKID137188,-1
FKID137189,2
FKID137190,2
FKID137191,-1
FKID137196,2
FKID137197,2
FKID137198,2
FKID137199,2
FKID137200,2
FKID137202,-1
FKID137205,-1
FKID137206,4
FKID137207,4
FKID137208,-1
FKID137210,4
FKID137211,4
FKID137212,2
FKID137213,2
FKID137214,-1
FKID137216,-1
FKID137217,-1
FKID137220,2
FKID137223,2
FKID137224,2
FKID137227,-1
FKID137228,-1
FKID137229,-1
FKID137234,2
FKID137235,0
FKID137244,-1
FKID137245,2
FKID137246,-1
FKID137248,-1
FKID137249,-1
FKID137250,-1
FKID137252,2
FKID137255,0
FKID137256,2
FKID137257,0
FKID137258,0
FKID137259,0
FKID137261,0
FKID137263,-1
FKID137264,2
FKID137265,2
FKID137266,2
FKID137267,2
FKID137269,2
FKID137270,2
FKID137271,2
FKID137272,-1
FKID137273,-1
FKID137274,-1
FKID137275,-1
FKID137277,2
FKID137285,-1
FKID137289,2
FKID137293,2
FKID137294,2
FKID137299,-1
FKID137300,-1
FKID137302,-1
FKID137303,-1
FKID137304,-1
FKID137306,-1
FKID137307,-1
FKID137308,-1
FKID137309,-1
FKID137311,-1
FKID137312,-1
FKID137313,-1
FKID137314,-1
FKID137315,-1
FKID137316,-1
FKID137317,-1
FKID137318,-1
FKID137319,-1
FKID137320,-1
FKID137321,-1
FKID137322,-1
FKID137324,-1
FKID137326,2
FKID137337,2
FKID137338,2
FKID137339,2
FKID137340,2
FKID137341,2
FKID137342,2
FKID137343,-1
FKID137344,-1
FKID137345,-1
FKID137346,-1
FKID137347,-1
FKID137348,-1
FKID137350,-1
FKID137351,-1
FKID137352,-1
FKID137353,-1
FKID137354,-1
FKID137355,2
FKID137356,-1
FKID137357,-1
FKID137358,2
FKID137361,-1
FKID137362,-1
FKID137363,2
FKID137364,2
FKID137365,-1
FKID137366,-1
FKID137367,-1
FKID137368,-1
FKID137369,-1
FKID137370,-1
FKID137371,2
FKID137372,-1
FKID137373,0
FKID137380,0
FKID137381,2
FKID137383,3
FKID137385,-1
FKID137388,-1
FKID137389,4
FKID137390,-1
FKID137391,-1
FKID137393,2
FKID137394,-1
FKID137396,4
FKID137397,-1
FKID137398,-1
FKID137399,-1
FKID137400,2
FKID137401,2
FKID137402,2
FKID137403,2
FKID137404,-1
FKID137405,2
FKID137408,2
FKID137409,2
FKID137410,2
FKID137411,2
FKID137412,2
FKID137414,2
FKID137415,2
FKID137416,-1
FKID137417,2
FKID137418,2
FKID137419,2
FKID137421,2
FKID137423,3
FKID137430,2
FKID137431,2
FKID137433,2
FKID137434,2
FKID137435,-1
FKID137436,2
FKID137437,-1
FKID137438,-1
FKID137443,3
FKID137444,-1
FKID137449,3
FKID137450,2
FKID137451,2
FKID137453,-1
FKID137454,0
FKID137455,-1
FKID137456,3
FKID137458,2
FKID137459,-1
FKID137460,-1
FKID137461,2
FKID137463,-1
FKID137468,-1
FKID137475,4
FKID137476,-1
FKID137477,-1
FKID137478,-1
FKID137479,-1
FKID137480,-1
FKID137481,-1
FKID137482,2
FKID137483,-1
FKID137484,0
FKID137485,0
FKID137486,2
FKID137487,2
FKID137489,2
FKID137490,2
FKID137491,2
FKID137492,2
FKID137493,2
FKID137494,2
FKID137495,2
FKID137499,0
FKID137501,1
FKID137502,-1
FKID137507,-1
FKID137509,-1
FKID137512,-1
FKID137514,2
FKID137517,0
FKID137518,-1
FKID137519,-1
FKID137520,2
FKID137522,-1
FKID137523,-1
FKID137526,-1
FKID137528,2
FKID137529,-1
FKID137530,-1
FKID137532,-1
FKID137538,-1
FKID137539,-1
FKID137540,-1
FKID137541,2
FKID137542,-1
FKID137544,-1
FKID137545,2
FKID137546,7
FKID137547,-1
FKID137552,2
FKID137556,0
FKID137557,0
FKID137558,-1
FKID137560,-1
FKID137561,-1
FKID137563,-1
FKID137566,-1
FKID137567,2
FKID137568,2
FKID137571,2
FKID137572,2
FKID137573,7
FKID137574,2
FKID137575,3
FKID137576,-1
FKID137578,2
FKID137581,-1
FKID137583,-1
FKID137586,-1
FKID137587,-1
FKID137588,-1
FKID137590,-1
FKID137595,-1
FKID137596,-1
FKID137597,-1
FKID137598,-1
FKID137599,-1
FKID137601,-1
FKID137604,-1
FKID137606,-1
FKID137609,-1
FKID137610,-1
FKID137611,-1
FKID137612,2
FKID137614,-1
FKID137615,2
FKID137616,2
FKID137618,-1
FKID137619,-1
FKID137620,-1
FKID137621,-1
FKID137622,-1
FKID137623,-1
FKID137625,2
FKID137626,-1
FKID137629,-1
FKID137630,-1
FKID137631,-1
FKID137632,-1
FKID137633,-1
FKID137634,-1
FKID137635,2
FKID137636,-1
FKID137637,2
FKID137639,2
FKID137640,-1
FKID137641,2
FKID137642,-1
FKID137643,-1
FKID137646,-1
FKID137648,0
FKID137650,-1
FKID137651,-1
FKID137652,-1
FKID137653,-1
FKID137654,-1
FKID137655,-1
FKID137656,-1
FKID137657,2
FKID137659,-1
FKID137660,2
FKID137661,-1
FKID137662,-1
FKID137663,2
FKID137664,-1
FKID137665,2
FKID137668,0
FKID137670,-1
FKID137672,2
FKID137674,0
FKID137675,0
FKID137676,2
FKID137678,0
FKID137680,-1
FKID137681,0
FKID137682,0
FKID137684,-1
FKID137685,0
FKID137686,0
FKID137687,0
FKID137688,2
FKID137689,0
FKID137690,-1
FKID137691,0
FKID137692,2
FKID137693,0
FKID137694,0
FKID137696,0
FKID137697,0
FKID137703,4
FKID137704,-1
FKID137705,-1
FKID137706,-1
FKID137707,2
FKID137708,2
FKID137713,2
FKID137717,-1
FKID137720,0
FKID137721,0
FKID137722,0
FKID137723,0
FKID137726,7
FKID137730,-1
FKID137731,-1
FKID137732,2
FKID137734,2
FKID137736,2
FKID137737,2
FKID137738,-1
FKID137739,2
FKID137740,2
FKID137741,7
FKID137743,2
FKID137744,-1
FKID137746,2
FKID137747,2
FKID137750,2
FKID137752,2
FKID137753,2
FKID137754,2
FKID137755,0
FKID137756,2
FKID137757,2
FKID137758,2
FKID137761,-1
FKID137762,2
FKID137764,2
FKID137765,2
FKID137766,2
FKID137767,2
FKID137770,-1
FKID137771,-1
FKID137772,7
FKID137773,2
FKID137774,7
FKID137775,2
FKID137777,2
FKID137778,2
FKID137779,0
FKID137780,2
FKID137781,-1
FKID137782,-1
FKID137783,2
FKID137785,-1
FKID137786,-1
FKID137787,-1
FKID137790,2
FKID137791,2
FKID137793,-1
FKID137794,-1
FKID137795,1
FKID137796,-1
FKID137797,-1
FKID137798,-1
FKID137799,2
FKID137800,2
FKID137801,4
FKID137803,7
FKID137806,2
FKID137808,2
FKID137810,0
FKID137811,-1
FKID137812,0
FKID137813,-1
FKID137814,-1
FKID137815,2
FKID137816,2
FKID137817,0
FKID137818,0
FKID137819,0
FKID137820,0
FKID137821,0
FKID137822,0
FKID137823,0
FKID137824,2
FKID137825,0
FKID137827,0
FKID137828,0
FKID137829,0
FKID137830,0
FKID137831,0
FKID137832,0
FKID137833,0
FKID137834,0
FKID137835,-1
FKID137836,0
FKID137837,0
FKID137838,0
FKID137839,0
FKID137840,2
FKID137841,0
FKID137842,0
FKID137843,0
FKID137844,0
FKID137845,-1
FKID137846,0
FKID137847,1
FKID137848,0
FKID137849,0
FKID137850,0
FKID137851,0
FKID137852,0
FKID137853,0
FKID137854,0
FKID137855,2
FKID137856,-1
FKID137858,0
FKID137859,0
FKID137862,0
FKID137864,0
FKID137865,0
FKID137866,0
FKID137867,0
FKID137868,0
FKID137869,0
FKID137870,-1
FKID137872,0
FKID137873,2
FKID137874,2
FKID137875,0
FKID137880,2
FKID137882,-1
FKID137883,-1
FKID137885,-1
FKID137886,2
FKID137890,2
FKID137891,-1
FKID137892,-1
FKID137893,2
FKID137894,2
FKID137895,2
FKID137896,2
FKID137897,2
FKID137898,-1
FKID137900,-1
FKID137902,-1
FKID137904,-1
FKID137906,-1
FKID137907,-1
FKID137909,2
FKID137911,-1
FKID137912,-1
FKID137917,-1
FKID137919,-1
FKID137922,1
FKID137923,-1
FKID137924,-1
FKID137925,2
FKID137926,2
FKID137927,-1
FKID137930,-1
FKID137932,2
FKID137933,2
FKID137934,2
FKID137935,2
FKID137936,2
FKID137937,-1
FKID137940,2
FKID137941,-1
FKID137943,-1
FKID137944,-1
FKID137945,-1
FKID137946,-1
FKID137947,-1
FKID137948,-1
FKID137949,-1
FKID137950,7
FKID137951,-1
FKID137952,-1
FKID137953,-1
FKID137954,2
FKID137955,2
FKID137956,-1
FKID137957,-1
FKID137958,-1
FKID137959,-1
FKID137962,-1
FKID137965,2
FKID137970,-1
FKID137971,-1
FKID137973,-1
FKID137974,-1
FKID137977,-1
FKID137979,2
FKID137981,2
FKID137982,2
FKID137983,2
FKID137984,2
FKID137986,-1
FKID137987,-1
FKID137989,-1
FKID137990,-1
FKID137991,-1
FKID137993,-1
FKID137994,-1
FKID137996,-1
FKID137998,2
FKID137999,-1
FKID138000,7
FKID138001,2
FKID138003,2
FKID138004,-1
FKID138006,1
FKID138007,-1
FKID138008,1
FKID138009,2
FKID138011,1
FKID138012,-1
FKID138013,1
FKID138014,2
FKID138016,-1
FKID138018,1
FKID138019,-1
FKID138021,0
FKID138024,7
FKID138025,-1
FKID138026,-1
FKID138030,-1
FKID138035,-1
FKID138052,2
FKID138053,2
FKID138056,2
FKID138057,-1
FKID138058,2
FKID138059,2
FKID138060,-1
FKID138062,-1
FKID138063,2
FKID138064,2
FKID138065,0
FKID138066,0
FKID138067,0
FKID138068,0
FKID138069,0
FKID138070,0
FKID138071,0
FKID138072,0
FKID138085,-1
FKID138089,2
FKID138092,2
FKID138093,2
FKID138094,2
FKID138095,2
FKID138096,2
FKID138097,-1
FKID138098,2
FKID138099,2
FKID138100,2
FKID138101,2
FKID138103,2
FKID138105,-1
FKID138106,-1
FKID138107,-1
FKID138108,-1
FKID138109,-1
FKID138110,-1
FKID138111,-1
FKID138112,-1
FKID138113,-1
FKID138114,-1
FKID138115,-1
FKID138116,-1
FKID138117,-1
FKID138118,-1
FKID138119,-1
FKID138120,-1
FKID138122,2
FKID138123,2
FKID138126,-1
FKID138127,-1
FKID138128,-1
FKID138129,-1
FKID138130,-1
FKID138131,-1
FKID138132,-1
FKID138133,-1
FKID138134,-1
FKID138135,-1
FKID138136,-1
FKID138137,-1
FKID138138,-1
FKID138139,-1
FKID138140,-1
FKID138142,0
FKID138143,-1
FKID138144,-1
FKID138145,0
FKID138147,0
FKID138165,2
FKID138169,-1
FKID138173,5
FKID138178,-1
FKID138180,-1
FKID138186,4
FKID138189,-1
FKID138204,-1
FKID138208,-1
FKID138209,-1
FKID138210,-1
FKID138211,5
FKID138212,5
FKID138213,-1
FKID138214,-1
FKID138215,-1
FKID138217,-1
FKID138218,-1
FKID138219,-1
FKID138221,2
FKID138222,2
FKID138225,2
FKID138226,2
FKID138227,2
FKID138228,-1
FKID138231,-1
FKID138235,-1
FKID138238,3
FKID138239,3
FKID138240,3
FKID138241,-1
FKID138242,-1
FKID138243,-1
FKID138244,-1
FKID138245,-1
FKID138246,-1
FKID138250,-1
FKID138256,-1
FKID138257,4
FKID138260,-1
FKID138261,-1
FKID138262,-1
FKID138263,4
FKID138264,4
FKID138265,4
FKID138266,4
FKID138267,-1
FKID138268,4
FKID138269,4
FKID138270,-1
FKID138271,7
FKID138272,-1
FKID138273,4
FKID138274,-1
FKID138275,4
FKID138276,4
FKID138277,2
FKID138278,2
FKID138279,-1
FKID138280,4
FKID138281,4
FKID138282,4
FKID138283,4
FKID138284,4
FKID138285,4
FKID138286,4
FKID138287,4
FKID138288,-1
FKID138289,4
FKID138290,4
FKID138291,-1
FKID138294,-1
FKID138295,-1
FKID138297,-1
FKID138298,-1
FKID138300,0
FKID138301,-1
FKID138302,-1
FKID138303,-1
FKID138304,4
FKID138305,-1
FKID138310,3
FKID138311,-1
FKID138312,2
FKID138313,0
FKID138314,3
FKID138316,-1
FKID138317,-1
FKID138318,0
FKID138319,0
FKID138321,0
FKID138323,0
FKID138324,-1
FKID138325,-1
FKID138326,0
FKID138327,0
FKID138328,-1
FKID138329,-1
FKID138330,-1
FKID138331,-1
FKID138332,-1
FKID138333,-1
FKID138334,-1
FKID138335,-1
FKID138336,-1
FKID138339,4
FKID138341,-1
FKID138346,-1
FKID138347,-1
FKID138348,-1
FKID138349,-1
FKID138350,-1
FKID138351,0
FKID138353,-1
FKID138354,-1
FKID138355,-1
FKID138360,-1
FKID138361,-1
FKID138362,-1
FKID138365,-1
FKID138366,5
FKID138367,-1
FKID138368,-1
FKID138369,-1
FKID138370,-1
FKID138371,-1
FKID138373,-1
FKID138375,-1
FKID138376,-1
FKID138377,-1
FKID138378,-1
FKID138379,-1
FKID138380,-1
FKID138381,-1
FKID138382,-1
FKID138383,-1
FKID138386,-1
FKID138387,-1
FKID138390,0
FKID138391,0
FKID138392,0
FKID138394,-1
FKID138396,-1
FKID138398,0
FKID138399,-1
FKID138401,-1
FKID138403,-1
FKID138404,-1
FKID138405,-1
FKID138406,-1
FKID138410,2
FKID138411,-1
FKID138412,-1
FKID138413,-1
FKID138415,-1
FKID138417,2
FKID138418,-1
FKID138419,2
FKID138420,-1
FKID138421,-1
FKID138422,-1
FKID138423,-1
FKID138424,2
FKID138425,0
FKID138427,-1
FKID138428,-1
FKID138429,2
FKID138430,-1
FKID138431,-1
FKID138434,-1
FKID138436,0
FKID138437,0
FKID138438,0
FKID138439,0
FKID138440,-1
FKID138441,-1
FKID138442,-1
FKID138444,-1
FKID138447,-1
FKID138448,-1
FKID138453,-1
FKID138454,-1
FKID138456,2
FKID138457,-1
FKID138458,-1
FKID138459,-1
FKID138461,-1
FKID138465,3
FKID138466,3
FKID138469,3
FKID138470,-1
FKID138472,7
FKID138473,-1
FKID138481,-1
FKID138482,-1
FKID138484,-1
FKID138485,4
FKID138486,2
FKID138487,2
FKID138489,3
FKID138490,-1
FKID138491,-1
FKID138494,-1
FKID138495,3
FKID138496,3
FKID138497,-1
FKID138499,-1
FKID138500,-1
FKID138508,3
FKID138514,-1
FKID138517,1
FKID138518,-1
FKID138519,-1
FKID138520,2
FKID138521,2
FKID138522,2
FKID138523,2
FKID138524,2
FKID138525,3
FKID138526,-1
FKID138527,3
FKID138528,-1
FKID138529,-1
FKID138532,-1
FKID138533,-1
FKID138534,2
FKID138535,0
FKID138536,2
FKID138537,2
FKID138538,2
FKID138539,-1
FKID138540,0
FKID138543,-1
FKID138548,2
FKID138552,-1
FKID138554,2
FKID138555,0
FKID138556,0
FKID138557,0
FKID138558,-1
FKID138559,-1
FKID138560,-1
FKID138561,-1
FKID138562,-1
FKID138563,-1
FKID138564,-1
FKID138565,-1
FKID138566,0
FKID138567,-1
FKID138568,-1
FKID138569,-1
FKID138570,4
FKID138571,3
FKID138572,3
FKID138573,3
FKID138574,2
FKID138575,-1
FKID138576,-1
FKID138577,2
FKID138578,2
FKID138579,2
FKID138581,2
FKID138582,0
FKID138588,-1
FKID138589,5
FKID138590,5
FKID138591,5
FKID138592,5
FKID138593,5
FKID138594,2
FKID138595,2
FKID138596,1
FKID138597,-1
FKID138598,-1
FKID138599,-1
FKID138600,-1
FKID138601,2
FKID138602,2
FKID138603,-1
