id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID141567,12.9862519,77.5511043,"53rd E Cross Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0814,CAR,,"[""NO PARKING""]",[113],2023-12-05 00:19:46+00,,2023-12-05 01:19:45.390294+00,FKDEV00640,FKUSR00620,6.0,Rajajinagar,True,BTP018 - Dhobi Ghat Junction,,,FKN00GL0814,CAR,approved,2023-12-06 00:35:53.937+00
FKID251309,13.0001267,77.5709367,"5th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL130330,CAR,,"[""NO PARKING""]",[113],2024-01-16 02:13:46+00,,2024-01-16 07:12:24.369603+00,FKDEV00163,FKUSR00163,19.0,Malleshwaram,False,No Junction,,,,,,
FKID226111,12.9643712,77.5784944,"Silver Jubilee Park Road, Dodpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL31028,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-01-05 03:45:46+00,,2024-01-05 20:13:36.917457+00,FKDEV01377,FKUSR01310,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL31028,MOTOR CYCLE,approved,2024-01-05 23:26:55.608+00
FKID001582,12.980977,77.6076859,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL1577,SCOOTER,,"[""NO PARKING""]",[113],2023-11-19 05:40:46+00,,2023-11-19 05:55:11.421428+00,FKDEV00307,FKUSR00306,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL1577,SCOOTER,approved,2023-11-20 23:30:27.814+00
FKID280139,12.9706273,77.5760804,"AS Char Main Road, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL220514,CAR,,"[""NO PARKING""]",[113],2024-03-26 07:24:46+00,,2024-03-26 07:25:41.197974+00,FKDEV00009,FKUSR00009,28.0,City Market,True,BTP043 - Upparpet Junction,,2024-04-12 21:12:33.219749+00,,,,
FKID017819,12.9424033,77.5710856,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL16759,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-13 07:54:46+00,,2024-01-13 08:03:01.006706+00,FKDEV00353,FKUSR00349,7.0,Basavanagudi,True,BTP108 - Tagore Park Junction,,,FKN00GL16759,MOTOR CYCLE,approved,2024-01-13 19:44:00.782+00
FKID257256,12.9706148,77.5760976,"AS Char Main Road, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL204638,MOTOR CYCLE,,"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING""]","[116,112]",2024-01-21 23:22:46+00,,2024-01-22 02:45:37.411421+00,FKDEV00009,FKUSR00009,28.0,City Market,True,BTP043 - Upparpet Junction,,2024-04-12 22:55:36.001614+00,FKN00GL204638,MOTOR CYCLE,approved,2024-04-14 03:23:08.495+00
FKID170820,12.9790617,77.5780217,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL141147,CAR,,"[""WRONG PARKING""]",[112],2023-12-09 03:27:46+00,,2023-12-09 03:37:52.427371+00,FKDEV00193,FKUSR00193,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL141147,CAR,approved,2023-12-13 06:23:30.743+00
FKID050965,13.0221953,77.533052,"Kanteerava Studio Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL45470,LGV,,"[""WRONG PARKING""]",[112],2024-02-10 23:36:46+00,,2024-02-10 23:44:24.481611+00,FKDEV01577,FKUSR01490,22.0,Yeshwanthpura,True,No Junction,,,,,,
FKID034203,12.9757647,77.5594443,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL31130,PASSENGER AUTO,,"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]","[113,107,116,111]",2024-04-01 02:58:46+00,,2024-04-01 03:15:49.104722+00,FKDEV00322,FKUSR00321,29.0,Magadi Road,True,No Junction,,2024-04-19 00:37:59.57525+00,,,,
FKID062203,13.0713618,77.5873224,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL54704,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-22 06:45:46+00,,2024-02-22 06:46:44.79228+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID258602,12.9734151,77.5782038,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL13296,CAR,,"[""NO PARKING""]",[113],2024-01-23 20:35:46+00,,2024-01-23 21:07:24.778498+00,FKDEV00120,FKUSR00121,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL13296,CAR,approved,2024-01-24 21:27:08.847+00
FKID073959,12.9837701,77.5488832,"Pramukh Swami Maharaj Road, Pride Pavilion Stage 1 Phase 6, Sri Mahaganapathi Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL64323,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-06 05:13:46+00,,2024-04-06 05:15:38.246603+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP024 - NPS, Vijayanagar",,,,,,
FKID198946,12.9592311,77.5192626,"Nagarabhavi Main Road, Chandra Layout, Bengaluru, Karnataka. Pin-560072 (India)",FKN00GL162691,GOODS AUTO,,"[""WRONG PARKING""]",[112],2023-12-22 07:12:46+00,,2023-12-22 07:13:23.438686+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,No Junction,,,FKN00GL162691,GOODS AUTO,rejected,2023-12-22 23:21:23.251+00
FKID285502,12.9767857,77.5776502,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL224192,CAR,,"[""NO PARKING""]",[113],2023-12-24 05:02:46+00,,2023-12-24 05:11:17.440868+00,FKDEV00098,FKUSR00099,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL224192,CAR,approved,2023-12-27 06:28:12.811+00
FKID174314,12.9831103,77.6107458,"Kamaraj Road, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL116499,SCOOTER,,"[""NO PARKING""]",[113],2023-12-10 04:34:46+00,,2023-12-10 04:48:18.091869+00,FKDEV00396,FKUSR00392,16.0,Shivajinagar,True,No Junction,,,FKN00GL116499,SCOOTER,approved,2023-12-10 20:38:18.183+00
FKID285968,12.91248,77.6363817,"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL224522,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-12-24 07:59:46+00,,2023-12-24 08:01:04.376785+00,FKDEV00118,FKUSR00119,45.0,HSR Layout,True,No Junction,,,FKN00GL224522,MOTOR CYCLE,rejected,2023-12-24 22:09:24.813+00
FKID243314,12.9000856,77.675458,"Amrutha College Road, Kristal Jasper Villa, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL194883,CAR,,"[""NO PARKING""]",[113],2024-01-14 08:20:46+00,,2024-01-14 08:53:12.110664+00,FKDEV01221,FKUSR01168,82.0,Bellandur,True,No Junction,,,FKN00GL194883,CAR,approved,2024-01-14 19:47:21.44+00
FKID140432,12.976255,77.5784185,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL117023,CAR,,"[""WRONG PARKING""]",[112],2023-12-03 22:25:46+00,,2023-12-03 22:28:33.024633+00,FKDEV00319,FKUSR00318,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL117023,CAR,approved,2023-12-04 23:18:27.048+00
FKID237290,12.9652413,77.7184752,"ITPL Main Road, Vijetha Lapis Lazati, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL190682,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-01-10 02:23:46+00,,2024-01-10 02:26:00.10895+00,FKDEV00661,FKUSR00332,13.0,HAL Old Airport,True,No Junction,,,FKN00GL190682,MAXI-CAB,approved,2024-01-10 22:57:22.492+00
FKID204634,13.0091882,77.5554263,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL104955,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-27 05:40:46+00,,2023-12-27 05:48:19.317157+00,FKDEV00023,FKUSR00023,19.0,Malleshwaram,False,No Junction,,,,,,
FKID033663,12.9565183,77.7040233,"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL30677,CAR,,"[""WRONG PARKING""]",[112],2024-02-10 01:29:46+00,,2024-02-10 01:49:31.270058+00,FKDEV00078,FKUSR00078,13.0,HAL Old Airport,True,No Junction,,,,,,
FKID163132,12.999502,77.549687,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL135120,SCOOTER,,"[""NO PARKING""]",[113],2023-11-17 05:53:46+00,,2023-11-17 06:02:45.990369+00,FKDEV02697,FKUSR02389,6.0,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL135120,SCOOTER,approved,2023-11-18 01:03:03.056+00
FKID017656,12.9779377,77.5740125,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL16605,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-16 04:51:46+00,,2024-01-16 05:17:18.992539+00,FKDEV00300,FKUSR00299,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,,FKN00GL16605,SCOOTER,approved,2024-01-24 06:21:48.144+00
FKID038160,12.9940262,77.6631516,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",FKN00GL34628,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-31 06:36:46+00,,2024-03-31 06:52:32.130241+00,FKDEV01781,FKUSR01668,34.0,Banaswadi,True,No Junction,,2024-04-18 23:29:45.951814+00,,,,
FKID092428,12.9694658,77.545853,"1st Main Road, Telecom Layout, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL79067,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-06 04:19:46+00,,2024-03-06 07:33:27.17966+00,FKDEV00779,FKUSR00748,29.0,Magadi Road,True,No Junction,,2024-03-23 02:36:50.482833+00,,,,
FKID227179,13.0332146,77.5345168,"Watch Factory Road, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",FKN00GL183437,CAR,,"[""WRONG PARKING""]",[112],2024-01-05 22:19:46+00,,2024-01-06 00:54:14.189571+00,FKDEV00334,FKUSR00333,22.0,Yeshwanthpura,True,No Junction,,,FKN00GL183437,CAR,approved,2024-01-07 00:06:12.313+00
FKID125184,12.99519668303701,77.69617323303784,"Whitefield Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",FKN00GL104634,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-12-24 07:45:46+00,,2023-12-24 07:58:14.461736+00,FKDEV00031,FKUSR00031,84.0,Mahadevapura,False,No Junction,,,,,,
FKID282041,12.9712822,77.5466184,"1st Main Road, Ganesha Garden, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL221785,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-12-14 06:30:46+00,,2023-12-14 07:49:47.769349+00,FKDEV00779,FKUSR00748,29.0,Magadi Road,True,BTP020 - Hosahalli Metro Station,,,FKN00GL221785,MOTOR CYCLE,approved,2023-12-14 19:23:27.877+00
FKID132428,12.96987420414851,77.60662282824293,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL110405,SCOOTER,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2023-11-30 21:02:46+00,,2023-11-30 22:20:09.186579+00,FKDEV01428,FKUSR02266,8.0,Ashok Nagar,True,No Junction,,,FKN00GL110405,SCOOTER,approved,2023-12-01 23:47:16.137+00
FKID162368,13.1838007,77.6795566,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL134589,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-11-17 02:51:46+00,,2023-11-17 08:20:39.424122+00,FKDEV00113,FKUSR00114,40.0,Chikkajala,True,No Junction,,,FKN00GL134589,MAXI-CAB,approved,2023-11-17 20:33:21.997+00
FKID148021,12.9328497,77.5158663,"1st Cross Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",FKN00GL123289,CAR,,"[""NO PARKING""]",[113],2023-11-12 01:52:46+00,,2023-11-12 01:54:17.607503+00,FKDEV01711,FKUSR01605,42.0,Kengeri,True,No Junction,,,FKN00GL123289,CAR,approved,2023-11-15 00:13:56.348+00
FKID253741,12.9811146,77.6101921,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL202238,PASSENGER AUTO,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2024-01-15 04:39:46+00,,2024-01-19 05:36:51.849615+00,FKDEV00089,FKUSR00089,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL202238,PASSENGER AUTO,rejected,2024-01-23 00:09:45.806+00
FKID223771,13.1839457,77.6889759,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL181000,CAR,,"[""WRONG PARKING""]",[112],2024-01-04 23:22:46+00,,2024-01-05 00:02:14.633472+00,FKDEV00068,FKUSR00068,40.0,Chikkajala,True,No Junction,,,FKN00GL181000,CAR,rejected,2024-01-05 22:13:18.535+00
FKID156116,12.9960459,77.6679382,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL129766,MAXI-CAB,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-12 05:14:46+00,,2023-11-15 02:39:03.691832+00,FKDEV00659,FKUSR00638,15.0,K.R. Pura,True,No Junction,,,FKN00GL129766,MAXI-CAB,rejected,2023-11-17 03:12:02.831+00
FKID020453,12.891522990008118,77.63864194990651,"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL19181,MOTOR CYCLE,,"[""DOUBLE PARKING"",""WRONG PARKING""]","[109,112]",2024-01-09 23:10:46+00,,2024-01-09 23:13:44.601931+00,FKDEV00032,FKUSR00032,45.0,HSR Layout,True,No Junction,,,FKN00GL19181,MOTOR CYCLE,approved,2024-01-23 04:54:17.6+00
FKID207564,12.9772614,77.5707292,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL169152,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-07 01:06:46+00,,2024-03-07 01:10:16.321438+00,FKDEV00148,FKUSR00148,27.0,Chamarajpet,True,BTP048 - Shanthala Junction,,2024-03-23 23:29:24.201825+00,,,,
FKID167761,12.9810433,77.60769,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL138690,CAR,,"[""NO PARKING""]",[113],2023-11-20 05:48:46+00,,2023-11-20 06:41:47.585225+00,FKDEV00089,FKUSR00089,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL138690,CAR,approved,2023-11-20 20:06:43.654+00
FKID204050,12.9763777,77.5774696,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL54182,CAR,,"[""NO PARKING""]",[113],2023-11-26 02:14:46+00,,2023-11-26 04:32:06.288753+00,FKDEV02574,FKUSR00121,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL54182,CAR,approved,2023-11-26 23:11:23.227+00
FKID183753,13.1913839,77.6464038,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL151158,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-12-15 07:23:46+00,,2023-12-15 07:30:03.559413+00,FKDEV01320,FKUSR01190,40.0,Chikkajala,False,No Junction,,,,,,
FKID193149,13.0081243,77.69505,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL158392,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-25 05:46:46+00,,2023-11-25 11:44:21.641681+00,FKDEV01085,FKUSR01035,15.0,K.R. Pura,True,No Junction,,,FKN00GL158392,SCOOTER,approved,2023-11-25 19:19:46.933+00
FKID153727,12.9775097,77.5754745,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL52280,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-11-14 21:44:46+00,,2023-11-14 22:01:50.173329+00,FKDEV00035,FKUSR00035,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,,FKN00GL52280,PASSENGER AUTO,approved,2023-11-17 01:53:27.541+00
FKID111751,12.9796527,77.5770078,"5th Main Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL93945,SCOOTER,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2024-03-19 00:43:46+00,,2024-03-19 01:09:57.349491+00,FKDEV00689,FKUSR00665,3.0,Upparpet,True,BTP058 - Subbanna Junction,,2024-04-06 14:10:02.62776+00,,,,
FKID095591,12.9607664,77.5776488,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL81571,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-04-08 00:34:46+00,,2024-04-08 00:48:24.817821+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID101166,12.932642786383976,77.68817940382559,"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL84237,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-20 01:07:46+00,,2024-03-21 09:50:41.685213+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-08 16:29:48.676496+00,,,,
FKID068170,12.9451917,77.5950183,"1st Main Road, Arepanahalli, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",FKN00GL59460,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-01 21:29:46+00,,2024-04-05 05:42:04.471507+00,FKDEV00666,FKUSR00644,32.0,Wilson Garden,False,"BTP123 - 10th Cross, Wilson Garden",,,,,,
FKID245538,12.97281,77.5786533,"Hospital Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL48538,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-15 00:39:46+00,,2024-01-15 00:43:09.705901+00,FKDEV00841,FKUSR00812,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL48538,SCOOTER,approved,2024-01-16 00:00:35.058+00
FKID263664,12.9831814,77.6031989,"Central Street, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL209185,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-01-24 03:46:46+00,,2024-01-24 04:15:43.644839+00,FKDEV00089,FKUSR00089,16.0,Shivajinagar,True,BTP211 - Central Street Junction,,,FKN00GL209185,PASSENGER AUTO,approved,2024-01-26 03:53:02.419+00
FKID221804,12.912051,77.6463326,"17th Cross Road, Vanganahalli, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL179608,CAR,,"[""NO PARKING""]",[113],2024-01-03 04:05:46+00,,2024-01-03 04:14:03.279682+00,FKDEV01116,FKUSR01064,45.0,HSR Layout,True,No Junction,,,FKN00GL179608,CAR,created1,2024-01-08 04:57:46.923+00
FKID282526,12.9969128,77.5505278,"Basava Mantapa Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL170577,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-16 01:07:46+00,,2023-12-16 01:09:27.359823+00,FKDEV00387,FKUSR00384,6.0,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL170577,SCOOTER,rejected,2023-12-16 23:49:04.195+00
FKID027131,12.9804875,77.5749563,"Seshadri Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL8880,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-04 01:19:46+00,,2024-02-04 01:38:34.848821+00,FKDEV00339,FKUSR00115,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID027076,12.9734392,77.5792401,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL24952,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-07 04:15:46+00,,2024-02-07 11:44:59.954408+00,FKDEV00236,FKUSR00235,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID126649,12.9271943,77.6796544,"Outer Ring Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL105771,MAXI-CAB,,"[""NO PARKING""]",[113],2024-01-05 21:44:46+00,,2024-01-05 21:52:02.467684+00,FKDEV00983,FKUSR00943,82.0,Bellandur,False,No Junction,,,,,,
FKID165662,13.0950396,77.5972731,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",FKN00GL137024,CAR,,"[""NO PARKING""]",[113],2023-11-19 03:23:46+00,,2023-11-19 03:27:01.536071+00,FKDEV01890,FKUSR01762,36.0,Yelahanka,True,No Junction,,,FKN00GL137024,CAR,rejected,2023-11-19 21:07:10.445+00
FKID107687,12.9687679,77.5740729,"Ravi Thivari Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL90919,GOODS AUTO,,"[""NO PARKING""]",[113],2024-03-16 02:21:46+00,,2024-03-16 02:51:09.821154+00,FKDEV00073,FKUSR00073,27.0,Chamarajpet,True,"BTP083 - AS Char Street, Mysore Road",,2024-04-02 22:40:47.56768+00,,,,
FKID275665,12.9766676,77.5798387,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL214607,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-31 08:29:46+00,,2024-01-31 08:30:47.195514+00,FKDEV00319,FKUSR00318,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID079491,12.9507168,77.7175751,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL68734,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-02-29 03:53:46+00,,2024-02-29 04:25:30.402907+00,FKDEV00176,FKUSR00176,39.0,Whitefield,True,No Junction,,,,,,
FKID024150,12.9703283,77.644155,"12th Main Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL22469,MAXI-CAB,,"[""NO PARKING""]",[113],2024-02-02 21:15:46+00,,2024-02-02 21:22:03.942416+00,FKDEV00398,FKUSR00394,4.0,Jeevanbheemanagar,True,No Junction,,,,,,
FKID179882,12.9772256,77.5764503,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL148298,SCOOTER,,"[""NO PARKING""]",[113],2023-12-12 00:45:46+00,,2023-12-12 02:06:20.331087+00,FKDEV00126,FKUSR00126,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL148298,SCOOTER,approved,2023-12-12 23:03:46.755+00
FKID087281,12.9645309,77.5755931,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL75000,CAR,,"[""WRONG PARKING""]",[112],2024-03-03 19:38:46+00,,2024-03-03 19:39:50.672678+00,FKDEV00328,FKUSR00327,28.0,City Market,True,BTP082 - KR Market Junction,,,,,,
FKID070606,12.98204,77.5636567,"Magadi Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",FKN00GL61476,CAR,,"[""NO PARKING""]",[113],2024-02-25 04:29:46+00,,2024-02-25 05:32:05.322866+00,FKDEV01020,FKUSR00977,29.0,Magadi Road,True,BTP010 - Rajajinagar Entrance,,,,,,
FKID160273,12.9875823,77.5744322,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL133017,VAN,,"[""NO PARKING""]",[113],2023-11-16 20:50:46+00,,2023-11-16 21:51:11.601587+00,FKDEV00323,FKUSR00322,87.0,Sheshadripuram,True,No Junction,,,FKN00GL133017,VAN,approved,2023-11-20 23:36:02.001+00
FKID190274,12.9810422,77.6101057,"Commercial Street, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL156135,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2023-12-17 04:03:46+00,,2023-12-17 04:11:21.202122+00,FKDEV00116,FKUSR00117,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL156135,PASSENGER AUTO,approved,2023-12-18 04:06:35.988+00
FKID257118,13.0081694,77.5711846,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL155974,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-22 01:00:46+00,,2024-01-22 01:19:26.634535+00,FKDEV00796,FKUSR00764,19.0,Malleshwaram,True,No Junction,,2024-04-12 22:12:50.66111+00,FKN00GL155974,SCOOTER,rejected,2024-04-13 23:32:50.488+00
FKID196616,13.0223511,77.5925779,"RT Nagar Main Road, KHM Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",FKN00GL161039,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-21 06:38:46+00,,2023-12-21 07:02:20.356792+00,FKDEV00090,FKUSR00090,21.0,R.T. Nagar,True,No Junction,,,FKN00GL161039,SCOOTER,approved,2023-12-21 20:16:08.177+00
